gene_id	041017C1d150S1	041017E1d150S2	041917E1d14S1	041917F1d14S2
4930405A21Rik	0	0	0	0
4930405D11Rik	0	0	0	0
4930405J17Rik	1	0	0	0
4930405L22Rik	0	0	0	0
4930406D18Rik	0	0	0	4
4930407I10Rik	0	29	209	338
4930412B13Rik	0	1	0	0
4930412C18Rik	0	0	0	0
4930412D23Rik	0	1	0	0
4930412O13Rik	1	3	0	7
4930413E15Rik	0	0	0	0
4930413F20Rik	0	0	0	0
4930413G21Rik	0	0	0	3
4930413M19Rik	0	0	0	0
4930414L22Rik	0	0	0	0
4930414N06Rik	0	0	0	0
4930415F15Rik	0	0	0	0
4930415L06Rik	0	0	0	0
4930415O20Rik	0	0	0	0
4930417O13Rik	0	0	0	0
4930417O22Rik	0	0	0	0
4930419G24Rik	0	0	0	0
4930423M02Rik	0	0	0	0
4930425K10Rik	0	0	0	0
4930425O10Rik	131	195	76	45
4930426D05Rik	0	0	0	0
4930426L09Rik	0	0	0	0
4930427A07Rik	0	0	0	0
4930428D18Rik	0	0	0	0
4930428E07Rik	0	0	0	0
4930428G15Rik	0	0	0	0
4930428O21Rik	0	0	0	0
4930429B21Rik	0	0	2	2
4930429D17Rik	0	0	0	0
4930429F11Rik	776	857	119	64
4930429F24Rik	0	0	0	0
4930430A15Rik	0	0	0	0
4930430D24Rik	0	0	0	0
4930430F08Rik	0	0	0	0
4930430F21Rik	0	0	0	0
4930430J02Rik	7	0	0	0
4930431F12Rik	0	0	0	0
4930431P03Rik	0	0	0	0
4930432J09Rik	0	0	0	0
4930432K21Rik	0	0	0	0
4930432M17Rik	0	0	0	0
4930433B08Rik	0	0	0	0
4930433I11Rik	0	0	0	0
4930433N12Rik	0	0	0	0
4930434J06Rik	0	0	0	0
4930435E12Rik	0	0	0	0
4930438E09Rik	0	0	0	0
4930440C22Rik	0	0	0	0
4930440I19Rik	0	0	0	0
4930441J16Rik	0	0	0	0
4930442J19Rik	0	0	1	0
4930442L01Rik	0	0	0	0
4930443O20Rik	0	0	0	0
4930444F02Rik	0	0	0	0
4930444G20Rik	0	0	0	0
4930444M15Rik	205	155	224	108
4930444P10Rik	24	19	15	0
4930447A16Rik	0	0	0	0
4930447C04Rik	0	0	0	0
4930447J18Rik	2	38	6	5
4930447K03Rik	435	336	463	227
4930447N08Rik	0	0	0	0
4930448C13Rik	0	0	0	0
4930448F12Rik	41	65	21	24
4930448H16Rik	0	0	0	0
4930448I06Rik	0	0	0	0
4930448I18Rik	0	0	0	0
4930448K20Rik	0	0	0	0
4930449E01Rik	2	0	0	0
4930449E18Rik	0	0	0	0
4930449I24Rik	0	0	0	0
4930451C15Rik	0	0	0	0
4930451G09Rik	41	1	0	0
4930451I11Rik	0	0	0	0
4930452A19Rik	0	0	0	0
4930452B06Rik	0	0	0	0
4930452G13Rik	0	0	0	0
4930452N14Rik	0	0	0	0
4930453H23Rik	0	0	0	0
4930453L07Rik	0	0	0	0
4930453N24Rik	1574	1466	2524	1261
4930455B14Rik	0	0	0	0
4930455C13Rik	0	0	18	2
4930455D15Rik	0	0	0	0
4930455F16Rik	0	0	0	0
4930455H04Rik	0	0	0	0
4930455J16Rik	0	0	0	0
4930456L15Rik	0	0	0	0
4930459C07Rik	0	0	0	0
4930459L07Rik	0	0	0	0
4930461G14Rik	3	0	1	5
4930463O16Rik	0	0	0	0
4930465K10Rik	0	0	0	0
4930465M20Rik	0	0	0	0
4930467D21Rik	0	0	0	0
4930467E23Rik	0	1	0	0
4930467K11Rik	0	0	0	1
4930468A15Rik	0	0	0	0
4930469G21Rik	0	0	0	0
4930470H14Rik	0	0	0	0
4930470P17Rik	0	0	0	0
4930471C04Rik	0	0	0	0
4930471G03Rik	0	1	0	13
4930471M09Rik	76	36	68	20
4930473A02Rik	0	7	0	0
4930473O22Rik	0	0	0	0
4930474G06Rik	0	0	0	0
4930474H20Rik	0	3	0	0
4930474M22Rik	0	0	0	0
4930474N05Rik	0	0	0	0
4930474N09Rik	0	0	0	0
4930478L05Rik	183	178	98	138
4930478P22Rik	29	28	0	2
4930479D17Rik	0	0	0	0
4930480E11Rik	0	0	0	0
4930480G23Rik	490	486	414	380
4930480K15Rik	0	0	0	0
4930480M12Rik	0	0	0	0
4930481A15Rik	511	347	273	337
4930482G09Rik	0	0	0	0
4930483J18Rik	0	5	0	3
4930483K19Rik	0	0	0	0
4930483O08Rik	0	0	0	0
4930486F22Rik	0	0	0	0
4930486I03Rik	0	0	0	0
4930486L24Rik	21	0	0	4
4930487D11Rik	0	0	0	0
4930487H11Rik	0	0	0	0
4930488B22Rik	0	0	0	0
4930488L21Rik	0	0	0	3
4930500F04Rik	0	3	3	2
4930500J02Rik	0	0	0	0
4930500L23Rik	0	0	0	0
4930502A04Rik	0	0	0	0
4930502E09Rik	0	0	2	0
4930502E18Rik	48	79	59	29
4930503B20Rik	0	0	0	0
4930503E14Rik	0	0	0	0
4930503E24Rik	0	0	0	0
4930503H13Rik	0	0	0	0
4930503L19Rik	0	0	0	0
4930503O07Rik	0	0	0	0
4930504O13Rik	0	0	0	0
4930505A04Rik	0	3	3	0
4930505G20Rik	0	0	0	0
4930506C21Rik	0	0	0	0
4930506M07Rik	0	2	0	0
4930507D05Rik	0	0	0	0
4930507D10Rik	0	0	0	0
4930509E16Rik	27	10	1	5
4930509J09Rik	0	0	0	0
4930509K18Rik	0	0	0	0
4930511A02Rik	0	0	0	0
4930511E03Rik	0	0	0	0
4930511M06Rik	90	85	89	65
4930512B01Rik	0	0	1	0
4930513D17Rik	0	0	0	0
4930513N10Rik	0	0	0	0
4930513O06Rik	0	0	0	0
4930515B02Rik	0	0	0	0
4930515G01Rik	0	0	0	25
4930515G16Rik	0	0	0	0
4930515L03Rik	0	0	0	0
4930515L19Rik	0	0	0	0
4930517E11Rik	0	0	0	0
4930518P08Rik	0	0	0	0
4930519D14Rik	0	0	0	0
4930519F09Rik	0	0	0	0
4930519F16Rik	0	0	0	0
4930519F24Rik	0	0	0	0
4930519G04Rik	202	216	146	190
4930519H02Rik	0	0	0	0
4930520O04Rik	0	9	0	6
4930520P13Rik	0	0	0	0
4930521E06Rik	0	0	0	0
4930522H14Rik	5	54	0	1
4930522O17Rik	0	0	0	0
4930523C07Rik	0	0	0	0
4930523O13Rik	0	0	0	0
4930524B15Rik	39	0	8	0
4930524C18Rik	0	0	0	0
4930524N10Rik	0	0	0	0
4930524O05Rik	49	40	67	60
4930524O08Rik	0	0	0	0
4930525D18Rik	0	8	5	6
4930525G20Rik	0	0	0	0
4930525M21Rik	0	0	0	0
4930526I15Rik	0	0	0	0
4930526L06Rik	1	5	0	0
4930527F14Rik	0	0	0	0
4930527G23Rik	0	0	0	0
4930528A17Rik	0	0	0	0
4930528D03Rik	1215	1144	1694	751
4930528P14Rik	0	17	0	0
4930529C04Rik	0	0	0	0
4930529K09Rik	0	0	0	0
4930529L06Rik	0	0	0	0
4930529M08Rik	0	0	0	0
4930532M18Rik	0	0	0	0
4930533B01Rik	0	0	0	0
4930533P14Rik	0	0	0	0
4930538K18Rik	13	5	23	29
4930539C22Rik	0	0	0	0
4930539E08Rik	1	1	0	0
4930539J05Rik	0	0	0	0
4930539M17Rik	0	0	0	0
4930539N22Rik	0	0	0	0
4930540M03Rik	0	0	0	0
4930542C21Rik	0	0	0	0
4930542D17Rik	0	0	0	0
4930543E12Rik	0	0	0	0
4930544D05Rik	0	0	0	0
4930544G11Rik	0	0	0	0
4930544M13Rik	0	0	0	0
4930545E07Rik	0	0	0	0
4930545H06Rik	0	0	0	0
4930545L23Rik	0	0	0	0
4930546C10Rik	0	0	0	0
4930546K05Rik	0	0	0	0
4930547E08Rik	0	0	0	2
4930547E14Rik	0	0	0	0
4930548G14Rik	0	0	0	0
4930548H24Rik	1	0	1	0
4930548J01Rik	0	0	0	0
4930548K13Rik	0	0	0	0
4930549C01Rik	0	0	0	0
4930549G23Rik	0	0	0	0
4930550C14Rik	94	78	116	111
4930550L24Rik	0	0	0	1
4930552N02Rik	0	0	0	0
4930552P12Rik	96	111	78	61
4930553E22Rik	0	0	0	0
4930554C24Rik	0	0	0	0
4930555B11Rik	9	0	0	0
4930555G01Rik	0	0	0	0
4930556C24Rik	0	0	0	0
4930556G01Rik	0	0	0	0
4930556J02Rik	0	0	0	0
4930556M19Rik	0	0	0	0
4930556N09Rik	0	0	0	0
4930557A04Rik	0	0	0	0
4930557J02Rik	0	0	0	0
4930558C23Rik	0	0	0	0
4930558G05Rik	0	0	0	0
4930558J18Rik	0	0	0	0
4930558K02Rik	0	0	0	0
4930562C15Rik	0	0	0	1
4930562F07Rik	0	0	0	0
4930563D23Rik	0	0	0	0
4930563E18Rik	0	0	0	0
4930563E22Rik	0	0	0	0
4930563F08Rik	0	0	1	0
4930563M20Rik	0	0	0	0
4930564B18Rik	0	0	0	1
4930564C03Rik	0	0	0	0
4930564D02Rik	0	0	0	0
4930565D16Rik	0	0	0	2
4930565N06Rik	0	0	0	0
4930567H12Rik	1	1	0	1
4930567H17Rik	0	0	0	0
4930567J20Rik	0	0	0	0
4930567K20Rik	0	0	0	0
4930568D16Rik	0	0	0	0
4930568E12Rik	0	0	0	0
4930568G15Rik	0	0	0	0
4930570G19Rik	0	0	0	0
4930571K23Rik	85	0	4	25
4930571O06Rik	0	8	0	0
4930572K03Rik	0	0	0	0
4930572O03Rik	1	0	0	0
4930572O13Rik	0	0	0	0
4930573O16Rik	0	0	0	0
4930577N17Rik	957	892	613	564
4930578C19Rik	0	0	0	0
4930578E11Rik	0	1	0	0
4930578I06Rik	0	0	0	0
4930578M01Rik	0	0	0	0
4930578N18Rik	0	0	0	0
4930579F01Rik	0	0	0	0
4930579G18Rik	0	0	0	0
4930579G24Rik	0	0	10	0
4930579K19Rik	0	0	0	0
4930581F22Rik	0	0	0	0
4930583K01Rik	0	0	0	0
4930583P06Rik	0	0	0	0
4930584F24Rik	0	0	0	0
4930590J08Rik	0	0	0	0
4930590L20Rik	0	0	0	0
4930591A17Rik	0	0	0	0
4930592A05Rik	0	0	0	1
4930592I03Rik	0	0	0	0
4930593A02Rik	0	0	0	0
4930593C16Rik	0	0	0	0
4930594C11Rik	774	814	770	883
4930595M18Rik	0	0	0	0
4930596D02Rik	0	0	0	0
4930596I21Rik	0	0	0	0
4930597G03Rik	0	0	0	0
4930598F16Rik	142	135	45	12
4930599N23Rik	0	0	0	0
4931402G19Rik	0	0	0	0
4931403E22Rik	0	0	0	0
4931403G20Rik	0	0	0	0
4931406B18Rik	0	0	0	0
4931406C07Rik	2	0	0	0
4931406H21Rik	0	0	0	0
4931406P16Rik	0	0	0	0
4931408C20Rik	0	0	0	0
4931408D14Rik	0	0	0	0
4931409K22Rik	0	0	0	0
4931412M21	0	0	0	0
4931414P19Rik	0	0	0	0
4931417E11Rik	0	0	0	0
4931419H13Rik	0	0	0	0
4931420L22Rik	0	0	0	0
4931423N10Rik	0	0	0	0
4931428F04Rik	0	0	0	0
4931428L18Rik	0	0	0	0
4931429I11Rik	6	1	2	3
4931429L15Rik	0	0	0	0
4931429P17Rik	0	0	0	0
4931430N09Rik	0	0	0	0
4931431B13Rik	3	0	2	0
4931431C16Rik	0	0	0	0
4931431F19Rik	0	0	0	0
4931440F15Rik	0	0	0	0
4931440J10Rik	0	0	0	0
4931440L10Rik	0	0	0	0
4931440P22Rik	0	0	0	0
4932411E22Rik	0	1	0	0
4932411N23Rik	0	1	12	22
4932412D23Rik	3	1	0	0
4932413F04Rik	0	0	0	0
4932414J04Rik	0	0	2	4
4932414N04Rik	0	0	0	0
4932415M13Rik	13	3	6	3
4932416H05Rik	0	0	0	0
4932416K20Rik	0	0	0	0
4932418E24Rik	53	58	11	15
4932429P05Rik	0	1	0	0
4932435O22Rik	0	0	0	0
4932438A13Rik	104	297	147	108
4932438H23Rik	141	172	198	123
4932441J04Rik	0	0	0	0
4932443I19Rik	0	0	0	0
4932702P03Rik	241	170	176	463
4933400A11Rik	0	0	0	0
4933400B14Rik	0	0	0	0
4933400C23Rik	0	0	0	0
4933400F21Rik	138	67	45	27
4933400L20Rik	0	0	0	0
4933401B06Rik	0	0	0	0
4933401D09Rik	3	0	1	1
4933401H06Rik	0	0	0	0
4933402C06Rik	0	0	0	0
4933402D24Rik	0	0	0	0
4933402E13Rik	0	0	0	0
4933402J07Rik	6	20	9	1
4933402J10Rik	0	0	0	0
4933402J15Rik	0	0	0	0
4933402N03Rik	0	0	0	0
4933402N22Rik	0	27	0	1
4933402P03Rik	23	25	12	4
4933403O08Rik	0	0	0	1
4933404G15Rik	0	0	0	0
4933404K08Rik	0	0	0	0
4933404O12Rik	0	0	4	9
4933405D12Rik	0	0	0	0
4933405E24Rik	0	0	1	0
4933405L10Rik	0	0	0	0
4933405O20Rik	0	0	0	0
4933406C10Rik	0	0	0	0
4933406D12Rik	0	0	0	0
4933406F09Rik	0	0	0	0
4933406G16Rik	0	0	0	0
4933406I18Rik	0	0	0	0
4933406J08Rik	0	0	0	0
4933406J10Rik	58	100	83	34
4933406K04Rik	0	1	0	4
4933406M09Rik	308	239	256	65
4933407E24Rik	1	0	0	0
4933407G14Rik	0	0	13	0
4933407I05Rik	0	7	0	0
4933407K13Rik	96	0	122	43
4933407L21Rik	0	0	0	0
4933408B17Rik	0	0	1	2
4933408J17Rik	24	48	0	0
4933408N05Rik	0	0	0	22
4933409G03Rik	0	0	0	0
4933409K07Rik	0	0	0	0
4933411E08Rik	0	0	0	0
4933411G06Rik	0	0	0	0
4933411G11Rik	1	2	12	3
4933411K16Rik	0	0	0	0
4933411K20Rik	0	1	0	0
4933412E12Rik	0	7	0	0
4933412E24Rik	2	57	2	3
4933412O06Rik	0	0	0	0
4933413G19Rik	663	683	284	342
4933413J09Rik	2	10	20	27
4933413L06Rik	19	2	9	3
4933415F23Rik	0	0	0	0
4933416C03Rik	0	0	0	0
4933416E03Rik	0	0	0	0
4933416I08Rik	0	0	0	0
4933416M06Rik	0	0	0	0
4933416M07Rik	0	0	0	0
4933417A18Rik	0	0	0	0
4933417D19Rik	0	0	0	0
4933417E11Rik	0	0	0	0
4933417G07Rik	0	0	0	0
4933417O13Rik	0	0	0	0
4933421I07Rik	0	0	0	0
4933421O10Rik	2	1	1	20
4933422A05Rik	2	14	22	3
4933422H20Rik	327	415	290	390
4933424G05Rik	0	0	0	0
4933424G06Rik	0	4	0	0
4933425B07Rik	0	0	0	0
4933425L06Rik	0	0	92	5
4933426M11Rik	0	0	0	0
4933427D06Rik	0	0	0	4
4933427D14Rik	0	0	0	0
4933427E11Rik	0	0	0	7
4933427E13Rik	1	0	0	0
4933427G17Rik	0	0	0	0
4933427I22Rik	0	0	0	0
4933428C19Rik	0	0	0	0
4933428G20Rik	5	0	0	0
4933429K18Rik	10	0	20	0
4933429O19Rik	0	0	0	0
4933430H16Rik	11	0	32	4
4933430I17Rik	0	0	0	0
4933430M04Rik	0	0	0	0
4933430N04Rik	0	0	0	0
4933431E20Rik	38	26	13	10
4933431G14Rik	0	0	0	0
4933432G23Rik	58	26	62	18
4933432I03Rik	0	0	0	0
4933432I09Rik	0	0	0	0
4933432K03Rik	0	0	0	0
4933433C11Rik	0	0	1	0
4933433F19Rik	0	0	0	0
4933433G08Rik	0	0	0	0
4933433G15Rik	0	0	0	0
4933433G19Rik	53	15	17	20
4933433H22Rik	0	1	0	0
4933434E20Rik	82	142	55	32
4933434I20Rik	0	0	0	0
4933436E23Rik	0	0	0	0
4933436H12Rik	0	0	0	0
4933436I01Rik	0	0	0	0
4933438B17Rik	0	0	0	0
4933438K21Rik	0	0	0	0
4933439C10Rik	14	57	12	10
4933439K11Rik	0	0	0	0
4933440J02Rik	0	0	0	0
4933440M02Rik	9	27	6	16
5031410I06Rik	0	0	0	0
5031414D18Rik	10	0	0	0
5031425E22Rik	0	0	0	0
5031425F14Rik	0	0	0	0
5031426D15Rik	0	0	0	0
5031434C07Rik	0	0	0	0
5031434O11Rik	0	0	0	0
5031439G07Rik	0	0	14	0
5033403H07Rik	3	1	3	0
5033404E19Rik	0	0	0	0
5033406O09Rik	1	0	0	0
5133400J02Rik	0	0	0	0
5330411J11Rik	0	0	0	0
5330413P13Rik	833	1224	733	336
5330417C22Rik	129	157	362	306
5330426P16Rik	231	294	384	146
5330434G04Rik	0	0	0	0
5330439B14Rik	0	0	0	0
5430401F13Rik	0	0	0	0
5430402E10Rik	0	0	0	0
5430402O13Rik	0	0	0	0
5430403N17Rik	8	0	3	2
5430405H02Rik	0	0	0	0
5430416N02Rik	0	0	0	0
5430416O09Rik	0	0	0	0
5430417L22Rik	18	25	10	4
5430419D17Rik	0	0	0	0
5430421F17Rik	0	0	0	0
5430421N21Rik	0	0	0	0
5430425K12Rik	0	0	0	0
5430427M07Rik	0	0	0	0
5430427O19Rik	0	0	0	0
5430428K19Rik	0	0	0	0
5430434I15Rik	0	0	0	0
5430435G22Rik	0	0	0	0
5430437J10Rik	0	0	0	0
5430440P10Rik	0	0	0	0
5530400C23Rik	0	0	0	0
5530401A14Rik	0	0	0	3
5530601H04Rik	0	0	0	0
5730403I07Rik	0	9	0	0
5730405O15Rik	0	0	0	0
5730408K05Rik	0	0	0	0
5730409E04Rik	0	4	0	4
5730412P04Rik	0	0	0	0
5730416F02Rik	0	0	0	0
5730420D15Rik	8	0	0	22
5730422E09Rik	58	0	0	0
5730435O14Rik	0	0	0	0
5730455P16Rik	0	1	0	0
5730457N03Rik	0	1	0	0
5730460C07Rik	1	0	1	0
5730480H06Rik	0	0	0	0
5730488B01Rik	0	0	0	0
5730507C01Rik	0	1	0	0
5730508B09Rik	0	0	0	0
5730522E02Rik	0	0	0	0
5730559C18Rik	6	2	0	2
5830403L16Rik	0	0	1	0
5830411N06Rik	0	0	0	0
5830415F09Rik	0	0	1	0
5830416I19Rik	0	0	0	0
5830416P10Rik	370	365	287	143
5830417I10Rik	24	50	50	90
5830418K08Rik	43	45	65	57
5830418P13Rik	0	0	0	0
5830428M24Rik	0	0	0	0
5830432E09Rik	0	0	0	0
5830444B04Rik	191	137	53	31
5830454E08Rik	0	0	0	0
5830473C10Rik	2	1	0	1
5930403L14Rik	262	373	244	330
5930412G12Rik	0	0	0	0
5930430L01Rik	0	0	0	0
5930438M14Rik	337	438	523	402
6030407O03Rik	0	0	0	0
6030408B16Rik	0	0	0	0
6030419C18Rik	558	471	745	459
6030440G07Rik	0	0	0	1
6030443J06Rik	0	0	0	0
6030458C11Rik	21	18	60	32
6030466F02Rik	0	0	0	0
6030468B19Rik	0	0	0	0
6030469F06Rik	0	0	0	0
6030498E09Rik	1	0	0	0
6230400D17Rik	0	2	0	0
6330403A02Rik	0	0	0	1
6330403K07Rik	0	0	1	1
6330407A03Rik	0	0	0	7
6330408A02Rik	0	0	0	0
6330409D20Rik	0	0	0	0
6330410L21Rik	21	27	25	9
6330415B21Rik	0	0	0	0
6330416G13Rik	58	36	101	36
6330418K02Rik	0	0	0	0
6330419J24Rik	0	3	0	4
6330549D23Rik	0	0	3	8
6430411K18Rik	0	0	0	0
6430503K07Rik	0	0	0	0
6430531B16Rik	1	0	0	0
6430548M08Rik	8	1	3	0
6430550D23Rik	3200	2965	2470	2729
6430562O15Rik	0	0	0	0
6430571L13Rik	0	0	0	0
6430573F11Rik	0	2	0	5
6430584L05Rik	0	0	0	0
6430706D22Rik	0	0	0	0
6430710C18Rik	315	359	466	235
6530402F18Rik	2	8	1	2
6530411M01Rik	1	0	0	0
6720416L17Rik	0	0	0	0
6720468P15Rik	0	0	0	0
6720483E21Rik	0	0	0	0
6720489N17Rik	0	0	0	0
6820408C15Rik	0	0	0	0
6820431F20Rik	0	0	0	0
7420426K07Rik	0	0	0	0
7420461P10Rik	20	14	5	64
7420700N18Rik	0	0	0	0
7420701I03Rik	0	0	0	0
7530416G11Rik	17	0	0	1
7630403G23Rik	0	0	0	0
8030411F24Rik	0	0	0	0
8030423F21Rik	0	0	0	0
8030423J24Rik	0	0	6	0
8030442B05Rik	0	0	0	0
8030443G20Rik	0	0	0	0
8030462N17Rik	0	0	0	0
8430408G22Rik	0	0	0	0
8430419L09Rik	0	0	0	0
8430422H06Rik	0	0	0	0
8430423G03Rik	0	0	0	0
8430426J06Rik	0	0	0	0
8430427H17Rik	67	60	20	19
8430429K09Rik	0	0	0	3
8430431K14Rik	0	0	0	0
8430436N08Rik	0	0	0	0
8430437L04Rik	0	0	0	7
9030025P20Rik	0	0	0	0
9030204H09Rik	0	0	0	0
9030404E10Rik	0	0	0	0
9030612E09Rik	19	24	18	39
9030617O03Rik	1	1	0	1
9030619P08Rik	0	0	0	0
9030624G23Rik	0	0	0	0
9030624J02Rik	0	0	0	0
9030625G05Rik	0	0	0	0
9130008F23Rik	0	0	0	0
9130011E15Rik	70	68	94	60
9130015A21Rik	0	0	0	0
9130015L21Rik	0	0	0	0
9130019O22Rik	0	0	1	0
9130019P16Rik	0	0	0	0
9130023H24Rik	0	0	0	0
9130024F11Rik	0	0	0	0
9130204L05Rik	0	0	0	0
9130209A04Rik	0	0	0	0
9130221F21Rik	0	0	0	0
9130221H12Rik	0	0	0	0
9130227L01Rik	25	0	0	0
9130230L23Rik	279	254	300	463
9130401M01Rik	0	5	5	3
9130409I23Rik	0	0	3	0
9230009I02Rik	525	720	567	633
9230102K24Rik	51	162	54	31
9230102O04Rik	0	0	2	0
9230104L09Rik	0	0	0	0
9230105E05Rik	0	0	9	13
9230110C19Rik	0	0	30	4
9230110F15Rik	0	0	0	0
9230112D13Rik	0	0	0	0
9230112J17Rik	0	0	44	12
9230114K14Rik	1	0	0	0
9230116L04Rik	0	0	0	0
9230116N13Rik	0	1	1	3
9330020H09Rik	1918	947	1215	1254
9330102E08Rik	0	0	0	0
9330111N05Rik	0	0	0	0
9330117O12Rik	0	0	0	0
9330133O14Rik	0	0	0	0
9330151L19Rik	0	0	0	0
9330158H04Rik	0	0	0	0
9330159F19Rik	0	0	0	0
9330159M07Rik	0	0	0	0
9330162012Rik	0	0	2	0
9330162B11Rik	0	0	0	0
9330175E14Rik	0	0	0	0
9330175M20Rik	0	0	0	0
9330178D15Rik	0	0	0	0
9330179D12Rik	0	1	0	0
9330182L06Rik	0	0	0	0
9330182O14Rik	0	0	0	0
9330188P03Rik	0	0	0	0
9430007A20Rik	0	0	0	4
9430008C03Rik	0	0	0	0
9430014N10Rik	0	0	0	0
9430015G10Rik	0	0	0	0
9430016H08Rik	0	0	3	11
9430018G01Rik	8	74	8	32
9430019J16Rik	0	0	0	0
9430020K01Rik	0	0	0	0
9430021M05Rik	0	0	0	0
9430037G07Rik	11	11	14	3
9430038I01Rik	0	0	0	0
9430041J12Rik	55	41	43	36
9430060I03Rik	0	9	3	0
9430069I07Rik	0	0	0	0
9430076C15Rik	0	0	0	0
9430083A17Rik	0	0	0	0
9430091E24Rik	0	0	0	0
9530002B09Rik	0	0	0	0
9530003J23Rik	1	6	6	4
9530026F06Rik	0	0	0	0
9530026P05Rik	0	0	0	0
9530027J09Rik	0	0	0	0
9530036O11Rik	22	9	26	43
9530051G07Rik	0	0	0	0
9530052E02Rik	0	0	0	0
9530053A07Rik	154	215	173	59
9530059O14Rik	0	0	0	0
9530068E07Rik	0	0	0	0
9530077C05Rik	0	0	0	0
9530080O11Rik	0	0	0	0
9530082P21Rik	47	0	22	3
9530091C08Rik	0	0	0	1
9630001P10Rik	0	0	0	0
9630013A20Rik	0	0	0	0
9630028B13Rik	0	0	0	0
9630028H03Rik	0	0	47	13
9630033F20Rik	819	845	243	209
9830107B12Rik	0	0	0	0
9830132P13Rik	0	0	0	0
9830147E19Rik	0	0	0	0
9830166K06Rik	0	2	0	0
9930012K11Rik	0	14	0	0
9930014A18Rik	0	2	0	0
9930021J03Rik	4	91	22	17
9930104L06Rik	0	0	0	0
9930111H07Rik	0	0	0	0
9930111J21Rik1	0	0	0	0
9930111J21Rik2	0	0	0	11
a	308	351	303	105
A130010J15Rik	5846	5697	5526	4351
A130077B15Rik	847	620	1751	329
A1bg	0	0	0	0
A1cf	1	1	1	0
A230001M10Rik	0	0	0	0
A230009B12Rik	0	0	2	0
A230020J21Rik	0	0	0	0
A230028O05Rik	0	0	0	0
A230046K03Rik	0	1	0	0
A230050P20Rik	0	0	0	0
A230056J06Rik	10	0	2	11
A230056P14Rik	0	0	0	0
A230057D06Rik	0	0	0	0
A230065H16Rik	0	0	0	0
A230070E04Rik	0	0	0	0
A230072C01Rik	0	0	1	0
A230072E10Rik	0	0	0	0
A230073K19Rik	0	0	0	0
A230077H06Rik	0	0	0	0
A230103J11Rik	0	0	0	0
A230108P19Rik	3	10	3	4
A2m	0	1	1	3
A330009N23Rik	0	0	0	0
A330021E22Rik	0	0	0	0
A330023F24Rik	605	550	632	280
A330032B11Rik	0	0	0	0
A330033J07Rik	0	0	0	0
A330035P11Rik	0	0	12	0
A330040F15Rik	0	0	0	0
A330041J22Rik	0	0	0	0
A330048O09Rik	0	0	0	0
A330049N07Rik	0	0	0	0
A330050F15Rik	0	0	0	0
A330069E16Rik	0	0	0	0
A330070K13Rik	7	0	3	0
A330074K22Rik	0	0	0	0
A330076C08Rik	0	0	0	0
A330076H08Rik	0	0	0	0
A330093E20Rik	0	0	0	0
A330102I10Rik	0	0	0	0
A3galt2	829	636	320	511
A430005L14Rik	0	0	0	0
A430033K04Rik	5	0	7	4
A430035B10Rik	4	7	12	12
A430078G23Rik	167	586	87	98
A430088P11Rik	14	15	17	34
A430089I19Rik	0	0	0	0
A430090L17Rik	0	0	0	0
A430093F15Rik	34	6	23	14
A430105I19Rik	17	3	12	13
A430107P09Rik	0	37	0	2
A4galt	18	1	43	16
A4gnt	0	0	0	0
A530006G24Rik	0	0	0	0
A530013C23Rik	0	0	0	0
A530016L24Rik	95	140	47	40
A530032D15Rik	29	7	34	8
A530046M15Rik	2	0	0	0
A530050N04Rik	40	33	7	14
A530053G22Rik	0	1	0	0
A530054K11Rik	1639	1578	2066	1278
A530058N18Rik	22	30	61	19
A530064D06Rik	0	0	0	0
A530065N20Rik	0	0	0	0
A530072M11Rik	0	0	0	0
A530088E08Rik	0	0	0	0
A530099J19Rik	0	0	0	0
A630001G21Rik	0	0	0	0
A630007B06Rik	25	58	0	6
A630010A05Rik	0	0	0	0
A630012P03Rik	0	0	0	0
A630019I02Rik	0	0	5	7
A630020A06	103	72	94	54
A630023A22Rik	0	0	0	0
A630023P12Rik	0	0	0	0
A630033H20Rik	1	0	3	0
A630066F11Rik	0	0	13	0
A630072M18Rik	56	15	31	17
A630073D07Rik	0	0	0	0
A630075F10Rik	0	0	0	0
A630076J17Rik	0	0	0	0
A630077J23Rik	0	0	0	0
A630089N07Rik	0	0	0	0
A630095E13Rik	0	0	0	0
A630095N17Rik	0	5	0	0
A730006G06Rik	6	0	0	0
A730008H23Rik	0	0	0	0
A730017C20Rik	0	0	0	0
A730017L22Rik	0	0	0	0
A730018C14Rik	8	33	3	19
A730020E08Rik	0	0	0	0
A730020M07Rik	0	0	1	0
A730036I17Rik	0	0	1	0
A730043L09Rik	0	0	0	0
A730046J19Rik	0	0	0	0
A730056A06Rik	1	68	12	0
A730082K24Rik	1	2	10	6
A730085K08Rik	0	0	0	0
A730090H04Rik	0	0	0	0
A730090N16Rik	0	14	0	2
A730098P11Rik	24	30	45	26
A830009L08Rik	1	0	4	9
A830010M20Rik	0	0	0	10
A830018L16Rik	0	0	0	0
A830019L24Rik	0	0	0	0
A830052D11Rik	1	3	10	0
A830080D01Rik	0	0	0	0
A830082K12Rik	0	0	0	0
A830082N09Rik	0	0	0	0
A930001A20Rik	0	0	0	0
A930001C03Rik	0	0	4	0
A930003A15Rik	0	0	0	0
A930003O13Rik	0	0	0	0
A930004D18Rik	0	73	2	77
A930005H10Rik	0	0	0	0
A930006I01Rik	0	0	0	0
